"cod_mun";"n_bpc_cadunico";"comdireito_a_bpc";"desv_pad_n_bpc_cadunico";"desv_pad_bpc";"Município";"idosos";"Total";"prop_idosos_cadunico";"direito_bpc_prop_idosos";"ano"
"320040";0;16,022142925455;0;9,25037634366843;"Anchieta";2242,27315739529;NA;0,00714549111584023;0,00714549111584023;2016
"320050";0;10,68142861697;0;7,55290563260381;"Apiacá";1007,52794551029;NA;0,0106016201978002;0,0106016201978002;2016
"320060";0;363,147403987382;0;48,9452810304429;"Aracruz";5739,23189521459;NA;0,0632745654153087;0,0632745654153087;2016
"320070";0;32,0442858509101;0;16,8887926208931;"Atilio Vivacqua";996,02548307361;NA;0,0321721546240217;0,0321721546240217;2016
"320080";0;117,488133448675;0;27,2305911296331;"Baixo Guandu";3419,64158869491;NA;0,0343568559456881;0,0343568559456881;2016
"320090";0;117,485314910023;0;26,1616731449682;"Barra de São Francisco";4162,57021244386;NA;0,0282242241965805;0,0282242241965805;2016
"320100";0;26,7035715424251;0;11,9421687754011;"Boa Esperança";1336,71584410705;NA;0,019976999345185;0,019976999345185;2016
"320110";NA;NA;NA;NA;"Bom Jesus do Norte";1142,13794455256;NA;NA;NA;2016
"320115";0;10,68142861697;0;7,55290563260381;"Brejetuba";704,067546503582;NA;0,0151710282202528;0,0151710282202528;2016
"320120";0;432,615245737875;0;50,9487755814496;"Cachoeiro de Itapemirim";18172,5961057011;NA;0,0238059132124856;0,0238059132124856;2016
"320130";0;1126,90765816409;0;83,5948253777587;"Cariacica";26229,3514208843;NA;0,0429636112643953;0,0429636112643953;2016
"320140";0;5,34071430848501;0;5,34071430840704;"Castelo";4087,03091986583;NA;0,00130674673453665;0,00130674673453665;2016
"320150";0;186,929125165771;0;33,3533630153935;"Colatina";11210,3260130626;NA;0,0166747269390699;0,0166747269390699;2016
"320160";0;58,7478573933351;0;17,7130287913047;"Conceição da Barra";2219,19759998514;NA;0,0264725671088183;0,0264725671088183;2016
"320170";0;16,022142925455;0;9,25037634366843;"Conceição do Castelo";1272,25197118726;NA;0,0125935296531734;0,0125935296531734;2016
"320180";0;5,34071430848501;0;5,34071430840704;"Divino de São Lourenço";357,860742554139;NA;0,0149240016392048;0,0149240016392048;2016
"320190";0;10,68142861697;0;7,55290563260381;"Domingos Martins";3184,63675353446;NA;0,00335404928210894;0,00335404928210894;2016
"320200";0;5,34071430848501;0;5,34071430840704;"Dores do Rio Preto";581,44444901024;NA;0,00918525289488309;0,00918525289488309;2016
"320210";0;69,4292860103051;0;19,2560670701227;"Ecoporanga";2452,07249727588;NA;0,0283145323343569;0,0283145323343569;2016
"320220";NA;NA;NA;NA;"Fundão";1880,66489491965;NA;NA;NA;2016
"320225";0;5,34071430848501;0;5,34071430840704;"Governador Lindenberg";1201,59264909324;NA;0,00444469622256367;0,00444469622256367;2016
"320230";0;48,0664287763651;0;17,7130712217973;"Guaçuí";3194,86441212408;NA;0,0150449041261217;0,0150449041261217;2016
"320240";0;352,477040047161;0;45,9409221316877;"Guarapari";10025,3788154459;NA;0,0351584759574478;0,0351584759574478;2016
"320245";0;16,022142925455;0;9,25037634366843;"Ibatiba";2085,70896323296;NA;0,00768186895098722;0,00768186895098722;2016
"320250";0;21,36285723394;0;13,0820105554767;"Ibiraçu";1125,05262177572;NA;0,0189883182532583;0,0189883182532583;2016
"320255";0;10,68142861697;0;7,55290563260381;"Ibitirama";724,941714831825;NA;0,0147341895195643;0,0147341895195643;2016
"320260";NA;NA;NA;NA;"Iconha";1333,47835373932;NA;NA;NA;2016
"320265";0;16,022142925455;0;9,25037634366843;"Irupi";1048,30359230542;NA;0,0152838767729673;0,0152838767729673;2016
"320270";0;5,34071430848501;0;5,34071430840704;"Itaguaçu";1956,05337856142;NA;0,00273035202772066;0,00273035202772066;2016
"320280";0;208,308213579737;0;34,2004494824642;"Itapemirim";2823,58048780621;NA;0,0737744911042301;0,0737744911042301;2016
"320290";NA;NA;NA;NA;"Itarana";1422,91939429008;NA;NA;NA;2016
"320300";0;42,7257144678801;0;18,5007242510245;"Iúna";2340,29835369516;NA;0,0182565246009848;0,0182565246009848;2016
"320305";0;48,0664287763651;0;16,0220584914047;"Jaguaré";1753,58092837727;NA;0,0274104422547779;0,0274104422547779;2016
"320310";NA;NA;NA;NA;"Jerônimo Monteiro";1455,41749811921;NA;NA;NA;2016
"320313";0;32,0442858509101;0;16,8887926208931;"João Neiva";1783,02896454185;NA;0,0179718257460522;0,0179718257460522;2016
"320316";0;5,34071430848501;0;5,34071430840704;"Laranja da Terra";1452,35085408051;NA;0,00367728933644361;0,00367728933644361;2016
"320320";0;635,564584059678;0;61,1283582706186;"Linhares";10344,5555885839;NA;0,0614395252282349;0,0614395252282349;2016
"320330";0;5,34071430848501;0;5,34071430840704;"Mantenópolis";1566,44616025193;NA;0,0034094464552973;0,0034094464552973;2016
"320332";0;42,7257144678801;0;16,8887614704565;"Marataízes";3452,75547860074;NA;0,012374381774986;0,012374381774986;2016
"320334";NA;NA;NA;NA;"Marechal Floriano";1358,69954645097;NA;NA;NA;2016
"320335";0;5,34071430848501;0;5,34071430840704;"Marilândia";1296,60706484663;NA;0,00411899213977886;0,00411899213977886;2016
"320340";0;149,549273379735;0;30,2134296640822;"Mimoso do Sul";2900,87837771085;NA;0,0515531000985116;0,0515531000985116;2016
"320350";0;69,4292860103051;0;20,684357684384;"Montanha";2069,6423226355;NA;0,0335465144150576;0,0335465144150576;2016
"320360";0;21,36285723394;0;13,0820105554767;"Mucurici";627,389175665948;NA;0,034050407725419;0,034050407725419;2016
"320370";0;10,68142861697;0;7,55290563260381;"Muniz Freire";1856,9357093325;NA;0,00575218009072032;0,00575218009072032;2016
"320380";0;10,68142861697;0;7,55290563260381;"Muqui";1744,39796983305;NA;0,00612327507924828;0,00612327507924828;2016
"320390";0;122,836180053424;0;26,7034520885339;"Nova Venécia";4280,07328463743;NA;0,0286995506582383;0,0286995506582383;2016
"320400";0;21,36285723394;0;10,6814075082054;"Pancas";2136,21446209601;NA;0,0100003335868157;0,0100003335868157;2016
"320405";0;85,4514289357602;0;23,8842148281917;"Pedro Canário";1720,96956742413;NA;0,0496530737981963;0,0496530737981963;2016
"320410";0;64,092716793723;0;18,5019489566706;"Pinheiros";2305,82582206688;NA;0,0277959922993108;0,0277959922993108;2016
"320420";0;26,7035715424251;0;11,9421687754011;"Piúma";1713,73010811702;NA;0,0155821336253267;0,0155821336253267;2016
"320425";0;5,34071430848501;0;5,34071430840704;"Ponto Belo";822,275918626662;NA;0,006495039180285;0,006495039180285;2016
"320430";0;21,36285723394;0;10,6814075082054;"Presidente Kennedy";980,452479678117;NA;0,0217887737312404;0,0217887737312404;2016
"320435";0;5,34071430848501;0;5,34071430840704;"Rio Bananal";1605,60932415668;NA;0,00332628506083828;0,00332628506083828;2016
"320440";0;5,34071430848501;0;5,34071430840704;"Rio Novo do Sul";1289,69432883489;NA;0,00414106985591679;0,00414106985591679;2016
"320450";0;10,68142861697;0;7,55290563260381;"Santa Leopoldina";1347,58755866894;NA;0,00792633365324359;0,00792633365324359;2016
"320455";0;10,68142861697;0;7,55290563260381;"Santa Maria de Jetibá";2787,71360394908;NA;0,00383160902965021;0,00383160902965021;2016
"320460";0;26,7035715424251;0;11,9421687754011;"Santa Teresa";2701,05837547041;NA;0,00988633632835664;0,00988633632835664;2016
"320465";0;5,34071430848501;0;5,34071430840704;"São Domingos do Norte";853,156082335189;NA;0,0062599498720877;0,0062599498720877;2016
"320470";0;37,3850001593951;0;16,0220960174881;"São Gabriel da Palha";2941,84997278445;NA;0,0127079900420654;0,0127079900420654;2016
"320480";0;16,022142925455;0;11,9421939485997;"São José do Calçado";1488,84725857922;NA;0,0107614416677938;0,0107614416677938;2016
"320490";0;699,632155956461;0;64,3096704633066;"São Mateus";8025,87974615495;NA;0,0871720207733789;0,0871720207733789;2016
"320495";0;21,36285723394;0;10,6814075082054;"São Roque do Canaã";1331,63082853682;NA;0,0160426274130446;0,0160426274130446;2016
"320500";0;1324,49446318475;0;89,0449429051836;"Serra";25263,9112928622;NA;0,0524263423755354;0,0524263423755354;2016
"320501";0;64,0885717018201;0;19,9830009099812;"Sooretama";1443,02663186602;NA;0,0444126049281192;0,0444126049281192;2016
"320503";0;5,34071430848501;0;5,34071430840704;"Vargem Alta";1734,63449773227;NA;0,00307887011094674;0,00307887011094674;2016
"320506";0;5,34071430848501;0;5,34071430840704;"Venda Nova do Imigrante";1907,35404830776;NA;0,00280006447320224;0,00280006447320224;2016
"320510";0;213,644059621357;0;36,2249643102098;"Viana";4252,05414942593;NA;0,0502449056652303;0,0502449056652303;2016
"320515";0;10,68142861697;0;7,55290563260381;"Vila Pavão";841,517053524142;NA;0,0126930625734058;0,0126930625734058;2016
"320517";0;5,34071430848501;0;5,34071430840704;"Vila Valério";1096,43060015325;NA;0,00487100077992945;0,00487100077992945;2016
"320520";0;1634,26986499181;0;101,891870798287;"Vila Velha";38747,8409440776;NA;0,0421770561965103;0,0421770561965103;2016
"320530";0;907,897862294226;0;76,6503854376336;"Vitória";33913,5185917922;NA;0,0267709721666556;0,0267709721666556;2016
"320010";0;10,3736890900454;0;7,3353010401598;"Afonso Cláudio";3565,99817593933;NA;0,00290905619639383;0,00290905619639383;2017
"320013";0;20,7473785728677;0;10,3736686616191;"Águia Branca";992,236554037483;NA;0,0209097099763611;0,0209097099763611;2017
"320016";0;36,3079121097416;0;15,5604878349316;"Água Doce do Norte";1343,66892057588;NA;0,0270214719963757;0,0270214719963757;2017
"320020";0;15,5605339296508;0;8,98386654534183;"Alegre";3880,47154352946;NA;0,00400995955133271;0,00400995955133271;2017
"320030";0;10,3736892864338;0;7,33530117902693;"Alfredo Chaves";1742,52805874381;NA;0,00595324088721545;0,00595324088721545;2017
"320035";0;25,9342230196962;0;11,5981063780043;"Alto Rio Novo";735,020723942729;NA;0,0352836623171416;0,0352836623171416;2017
"320040";0;62,2421351294378;0;19,407275985063;"Anchieta";2376,91688690883;NA;0,0261860797372614;0,0261860797372614;2017
"320050";0;10,3736892864338;0;7,33530117902693;"Apiacá";1046,76278012102;NA;0,00991025806748165;0,00991025806748165;2017
"320060";0;285,287236583097;0;42,4575434846446;"Aracruz";6100,53313404256;NA;0,0467643122846297;0,0467643122846297;2017
"320070";0;46,6816017889523;0;18,7013694890272;"Atilio Vivacqua";1081,40137951304;NA;0,0431676921014963;0,0431676921014963;2017
"320080";0;103,737332466091;0;23,1963223667388;"Baixo Guandu";3574,03981778771;NA;0,0290252313222137;0,0290252313222137;2017
"320090";0;134,865085641396;0;29,3427068308826;"Barra de São Francisco";4368,91041327598;NA;0,030869272400637;0,030869272400637;2017
"320100";0;51,8684460393923;0;16,4021449858239;"Boa Esperança";1399,82921760896;NA;0,0370534100781154;0,0370534100781154;2017
"320110";0;36,3079125025184;0;17,2027781428936;"Bom Jesus do Norte";1191,54844092721;NA;0,0304712013841965;0,0304712013841965;2017
"320115";0;31,1210676629131;0;14,6705779822653;"Brejetuba";738,45471136907;NA;0,0421435020777587;0,0421435020777587;2017
"320120";0;482,366878925904;0;54,1506772425335;"Cachoeiro de Itapemirim";19062,4935083715;NA;0,0253045006265349;0,0253045006265349;2017
"320130";0;1084,05512710484;0;79,5114803017843;"Cariacica";27602,0816139672;NA;0,039274397571388;0,039274397571388;2017
"320140";0;25,9342232160846;0;13,7230776291724;"Castelo";4275,59850970939;NA;0,00606563576004412;0,00606563576004412;2017
"320150";0;300,838264908334;0;40,177043419602;"Colatina";11759,0893693442;NA;0,0255834661561988;0,0255834661561988;2017
"320160";0;46,681601199787;0;15,5604512347105;"Conceição da Barra";2334,5582932738;NA;0,0199959030084121;0,0199959030084121;2017
"320170";0;10,3736892864338;0;7,33530117902693;"Conceição do Castelo";1333,44369502389;NA;0,00777962303556283;0,00777962303556283;2017
"320180";0;5,18684464321692;0;5,18684464332443;"Divino de São Lourenço";372,017985054781;NA;0,0139424566864775;0,0139424566864775;2017
"320190";0;20,7473779837024;0;12,7051083166687;"Domingos Martins";3332,94182779935;NA;0,00622494452517983;0,00622494452517983;2017
"320200";NA;NA;NA;NA;"Dores do Rio Preto";609,194386307214;NA;NA;NA;2017
"320210";0;36,3079125025184;0;13,7230464470008;"Ecoporanga";2548,03763654852;NA;0,0142493627180876;0,0142493627180876;2017
"320220";NA;NA;NA;NA;"Fundão";1996,29013107941;NA;NA;NA;2017
"320225";0;10,3736892864338;0;7,33530117902693;"Governador Lindenberg";1265,2202799676;NA;0,0081991171424311;0,0081991171424311;2017
"320230";0;57,0552908789977;0;20,0884687917499;"Guaçuí";3353,69283082717;NA;0,0170126764009348;0,0170126764009348;2017
"320240";0;409,75132871926;0;50,553574789013;"Guarapari";10602,077263428;NA;0,0386482119058596;0,0386482119058596;2017
"320245";0;31,1210676629131;0;12,705080570787;"Ibatiba";2202,94107706261;NA;0,0141270540492212;0,0141270540492212;2017
"320250";0;20,7473785728677;0;10,3736686616191;"Ibiraçu";1182,88984354595;NA;0,0175395694587023;0,0175395694587023;2017
"320255";0;5,18684464321692;0;5,18684464332443;"Ibitirama";755,63485875004;NA;0,00686422097016133;0,00686422097016133;2017
"320260";NA;NA;NA;NA;"Iconha";1398,49783096204;NA;NA;NA;2017
"320265";0;10,3736892864338;0;7,33530117902693;"Irupi";1105,42456433155;NA;0,00938434844055303;0,00938434844055303;2017
"320270";0;5,18684464321692;0;5,18684464332443;"Itaguaçu";2026,30059224415;NA;0,0025597607102668;0,0025597607102668;2017
"320280";0;285,311214631016;0;40,5152627127238;"Itapemirim";2950,46393312363;NA;0,0967004583340082;0,0967004583340082;2017
"320290";0;5,18684464321692;0;5,18684464332443;"Itarana";1473,43510751896;NA;0,0035202396201559;0,0035202396201559;2017
"320300";0;46,6816015925639;0;18,7013694345599;"Iúna";2455,75576593962;NA;0,0190090571057674;0,0190090571057674;2017
"320305";0;36,3079125025184;0;15,5604880967815;"Jaguaré";1865,24979353319;NA;0,0194654424455093;0,0194654424455093;2017
"320310";0;15,5605337332623;0;8,98386643195752;"Jerônimo Monteiro";1522,01677522821;NA;0,0102236282717246;0,0102236282717246;2017
"320313";0;10,3736892864338;0;7,33530117902693;"João Neiva";1860,43446167322;NA;0,00557594986555132;0,00557594986555132;2017
"320316";0;15,5605339296508;0;8,98386654534183;"Laranja da Terra";1510,44220365241;NA;0,0103019724237205;0,0103019724237205;2017
"320320";0;622,4352740931;0;61,8090602658982;"Linhares";10979,8824279954;NA;0,056688701192836;0,056688701192836;2017
"320330";0;25,9342232160846;0;11,5981064658311;"Mantenópolis";1646,73953342155;NA;0,0157488313663055;0,0157488313663055;2017
"320332";0;119,290687793989;0;24,8737653446875;"Marataízes";3634,966829127;NA;0,0328175450840741;0,0328175450840741;2017
"320334";NA;NA;NA;NA;"Marechal Floriano";1434,26955496987;NA;NA;NA;2017
"320335";NA;NA;NA;NA;"Marilândia";1362,34533920032;NA;NA;NA;2017
"320340";0;36,3079125025184;0;13,7230464470008;"Mimoso do Sul";3020,10150987541;NA;0,0120220834908348;0,0120220834908348;2017
"320350";0;51,8684462357808;0;17,9676695260334;"Montanha";2164,77376646354;NA;0,0239602156305299;0,0239602156305299;2017
"320360";0;31,1210672701362;0;14,6705777045314;"Mucurici";652,119252850002;NA;0,0477229695858935;0,0477229695858935;2017
"320370";0;5,18684464321692;0;5,18684464332443;"Muniz Freire";1926,65768923924;NA;0,0026921464420932;0,0026921464420932;2017
"320380";0;15,5605339296508;0;8,98386654534183;"Muqui";1823,96616817875;NA;0,0085311527160551;0,0085311527160551;2017
"320390";0;114,099690959926;0;24,3260774862281;"Nova Venécia";4489,97912700222;NA;0,0254120760325462;0,0254120760325462;2017
"320400";0;31,1210678593015;0;12,7050806509613;"Pancas";2240,27542649126;NA;0,0138916257756947;0,0138916257756947;2017
"320405";0;67,4289799690431;0;22,6088131646893;"Pedro Canário";1813,7867304169;NA;0,0371758039896699;0,0371758039896699;2017
"320410";0;46,6816015925639;0;15,5604513656338;"Pinheiros";2429,6895657337;NA;0,0192129901082516;0,0192129901082516;2017
"320420";0;51,8684464321692;0;16,4021451100285;"Piúma";1813,66669257052;NA;0,0285986651486971;0,0285986651486971;2017
"320425";0;5,18684444682849;0;5,18684444693626;"Ponto Belo";863,602270216549;NA;0,0060060569844587;0,0060060569844587;2017
"320430";0;41,4947569493469;0;14,6705439535924;"Presidente Kennedy";1053,66320315328;NA;0,0393814236135097;0,0393814236135097;2017
"320435";0;5,18684464321692;0;5,18684464332443;"Rio Bananal";1684,45505710815;NA;0,00307924193128764;0,00307924193128764;2017
"320440";0;10,3736892864338;0;7,33530117902693;"Rio Novo do Sul";1343,80678369219;NA;0,00771962860459113;0,00771962860459113;2017
"320450";NA;NA;NA;NA;"Santa Leopoldina";1400,35666773445;NA;NA;NA;2017
"320455";0;10,3736892864338;0;7,33530117902693;"Santa Maria de Jetibá";2951,14111683221;NA;0,00351514511700785;0,00351514511700785;2017
"320460";0;10,3736890900454;0;7,3353010401598;"Santa Teresa";2824,75757333572;NA;0,0036724174803416;0,0036724174803416;2017
"320465";0;5,18684464321692;0;5,18684464332443;"São Domingos do Norte";893,722178294822;NA;0,00580364320052252;0,00580364320052252;2017
"320470";0;20,7473783764793;0;10,3736685634256;"São Gabriel da Palha";3111,53680624341;NA;0,0066678878214935;0,0066678878214935;2017
"320480";0;10,3736890900454;0;7,3353010401598;"São José do Calçado";1546,54259458218;NA;0,0067076646491253;0,0067076646491253;2017
"320490";0;637,99898246732;0;62,0265597099288;"São Mateus";8521,30331111891;NA;0,074871056594692;0,074871056594692;2017
"320495";0;10,3736892864338;0;7,33530117902693;"São Roque do Canaã";1395,03371685987;NA;0,00743615667568549;0,00743615667568549;2017
"320500";0;1307,09039229855;0;88,6310236495023;"Serra";26909,9194357722;NA;0,0485728095700277;0,0485728095700277;2017
"320501";0;46,6816015925639;0;15,5604513656338;"Sooretama";1538,88781213849;NA;0,0303346359782352;0,0303346359782352;2017
"320503";NA;NA;NA;NA;"Vargem Alta";1824,86662003323;NA;NA;NA;2017
"320506";NA;NA;NA;NA;"Venda Nova do Imigrante";2022,91818847816;NA;NA;NA;2017
"320510";0;228,222131903297;0;36,6765276181482;"Viana";4514,13595674848;NA;0,0505572127401508;0,0505572127401508;2017
"320515";NA;NA;NA;NA;"Vila Pavão";880,256953944922;NA;NA;NA;2017
"320517";0;20,7473783764793;0;12,7051086373688;"Vila Valério";1143,86476171335;NA;0,0181379644438059;0,0181379644438059;2017
"320520";0;1177,39308041719;0;82,8239110698612;"Vila Velha";40975,0132797173;NA;0,0287344160788838;0,0287344160788838;2017
"320530";0;819,514193507208;0;69,9726514243848;"Vitória";35673,2865110973;NA;0,0229727696452154;0,0229727696452154;2017
