"cod_mun";"n_pbf_cadunico";"ben_pbf";"desv_pad_n_pbf";"desv_pad_pbf";"Município";"pop0a6";"prop_pinf_cadunico";"pbf_pop0a6";"ano"
"320530";0;11089,9998514866;0;307,652563709657;"Vitória";33871;0,327418731407003;0,327418731407003;2014
"320010";0;1903,47119284706;0;118,591657872006;"Afonso Cláudio";3276;0,581035162651728;0,581035162651728;2015
"320013";0;213,229933882416;0;41,9289353609827;"Águia Branca";1000;0,213229933882416;0,213229933882416;2015
"320016";0;478,46716911383;0;60,2003221160304;"Água Doce do Norte";1214;0,394124521510569;0,394124521510569;2015
"320020";0;676,09491275638;0;75,7198211916545;"Alegre";2726;0,248017209375048;0,248017209375048;2015
"320030";0;239,233583672555;0;44,7375532701359;"Alfredo Chaves";1350;0,177210061979671;0,177210061979671;2015
"320035";0;296,441615666228;0;49,062434637652;"Alto Rio Novo";769;0,385489747290284;0,385489747290284;2015
"320040";0;462,864979428621;0;57,2055861002419;"Anchieta";2676;0,172968975870187;0,172968975870187;2015
"320050";0;239,233584317049;0;41,6049563005384;"Apiacá";733;0,326375967690381;0,326375967690381;2015
"320060";0;3323,27347134772;0;162,551798844628;"Aracruz";10470;0,317409118562341;0,317409118562341;2015
"320070";0;135,218982413393;0;35,2727473870331;"Atilio Vivacqua";974;0,138828524038392;0,138828524038392;2015
"320080";0;2054,29267450179;0;125,354517466069;"Baixo Guandu";2840;0,723342491021759;0,723342491021759;2015
"320090";0;2433,84764817646;0;135,807517221274;"Barra de São Francisco";4526;0,537748044228118;0,537748044228118;2015
"320100";0;353,649646340728;0;49,3368097192207;"Boa Esperança";1513;0,233740678348135;0,233740678348135;2015
"320110";0;228,832124197206;0;47,0939080575049;"Bom Jesus do Norte";838;0,273069360617191;0,273069360617191;2015
"320115";0;390,054757644808;0;56,7315270890688;"Brejetuba";1329;0,293494926745529;0,293494926745529;2015
"320120";0;6027,89421766105;0;223,501031286073;"Cachoeiro de Itapemirim";19644;0,306856761233;0,306856761233;2015
"320130";0;14224,1431613071;0;346,049088789665;"Cariacica";40828;0,348391867377953;0,348391867377953;2015
"320140";0;374,452567614802;0;51,4828298159763;"Castelo";2919;0,12828111257787;0,12828111257787;2015
"320150";0;4852,39427078043;0;197,276254607449;"Colatina";10139;0,478587066848844;0,478587066848844;2015
"320160";0;795,711704600204;0;83,369066147379;"Conceição da Barra";3552;0,224017934853661;0,224017934853661;2015
"320170";0;364,051106160873;0;52,0056457920422;"Conceição do Castelo";1119;0,325336109169681;0,325336109169681;2015
"320180";0;161,222632938044;0;34,8870872545018;"Divino de São Lourenço";420;0,383863411757248;0,383863411757248;2015
"320190";0;535,675198709203;0;65,1620848422015;"Domingos Martins";2896;0,184970717786327;0,184970717786327;2015
"320200";0;161,222632518324;0;39,2642382382692;"Dores do Rio Preto";672;0,239914631723696;0,239914631723696;2015
"320210";0;598,083960612858;0;65,9863168075335;"Ecoporanga";2067;0,289348795652084;0,289348795652084;2015
"320220";0;20,8029637144495;0;12,7391474828078;"Fundão";1997;0,0104171075185025;0,0104171075185025;2015
"320225";0;218,430664556915;0;42,2502104484272;"Governador Lindenberg";1203;0,18157162473559;0,18157162473559;2015
"320230";0;702,098563236112;0;73,7286909491133;"Guaçuí";2820;0,248971121714933;0,248971121714933;2015
"320240";0;3047,55270202469;0;159,440785925715;"Guarapari";11593;0,262878694214154;0,262878694214154;2015
"320245";0;608,485420897643;0;65,5750113158927;"Ibatiba";2569;0,236856917437775;0,236856917437775;2015
"320250";0;218,430663777485;0;44,1289706205214;"Ibiraçu";1086;0,201133207898237;0,201133207898237;2015
"320255";0;369,251836415652;0;52,7799679841198;"Ibitirama";980;0,376787588179237;0,376787588179237;2015
"320260";0;109,215332563242;0;27,0235116758579;"Iconha";1121;0,0974267016621251;0,0974267016621251;2015
"320265";0;442,062057884674;0;53,7943975577881;"Irupi";1235;0,357944986141437;0,357944986141437;2015
"320270";0;379,653297150163;0;53,7950297438057;"Itaguaçu";1076;0,352837636756657;0,352837636756657;2015
"320280";0;2132,20352694378;0;129,068910034605;"Itapemirim";3578;0,595920493835602;0,595920493835602;2015
"320290";0;145,620442308463;0;38,2170624609297;"Itarana";609;0,239114026779086;0,239114026779086;2015
"320300";0;707,29929296624;0;74,2768673816883;"Iúna";2983;0,237110054631659;0,237110054631659;2015
"320305";0;988,138719157119;0;90,3719500067937;"Jaguaré";3328;0,296916682439038;0,296916682439038;2015
"320310";0;312,043805921007;0;48,7858818655718;"Jerônimo Monteiro";997;0,312982754183558;0,312982754183558;2015
"320313";0;166,423363087893;0;38,2169499697181;"João Neiva";1451;0,1146956327277;0,1146956327277;2015
"320316";0;182,025553432689;0;34,1028463695705;"Laranja da Terra";831;0,219043987283621;0,219043987283621;2015
"320320";0;7728,05769732651;0;248,949357570537;"Linhares";18381;0,420437282918585;0,420437282918585;2015
"320330";0;431,660598619185;0;54,2949771020002;"Mantenópolis";1484;0,290876414163871;0,290876414163871;2015
"320332";0;743,704403655832;0;75,1812551455278;"Marataízes";3859;0,192719461947611;0,192719461947611;2015
"320334";0;239,233584481991;0;44,1288276366559;"Marechal Floriano";1701;0,14064290680893;0,14064290680893;2015
"320335";0;234,032854421979;0;42,5689858014043;"Marilândia";977;0,239542327965178;0,239542327965178;2015
"320340";0;1648,73441195427;0;108,722837499434;"Mimoso do Sul";2570;0,641530899593103;0,641530899593103;2015
"320350";0;1680,07937519453;0;118,495270048784;"Montanha";1911;0,879162415067783;0,879162415067783;2015
"320360";0;150,821172698178;0;28,9559380411911;"Mucurici";516;0,292289094376314;0,292289094376314;2015
"320370";0;483,667899458626;0;59,5225105668436;"Muniz Freire";1703;0,284009336147168;0,284009336147168;2015
"320380";0;364,051106790454;0;50,4212398304454;"Muqui";1327;0,274341451989792;0,274341451989792;2015
"320390";0;2454,64462498737;0;134,80774177928;"Nova Venécia";4783;0,513201886888432;0,513201886888432;2015
"320400";0;514,872280687783;0;62,6223184364069;"Pancas";2073;0,248370612970469;0,248370612970469;2015
"320405";0;722,901482141892;0;78,6969768407206;"Pedro Canário";2972;0,243237376225401;0,243237376225401;2015
"320410";0;2298,42033770114;0;138,944941940204;"Pinheiros";2974;0,772838042266691;0,772838042266691;2015
"320420";0;280,839424377061;0;48,786133189109;"Piúma";1924;0,145966436786414;0,145966436786414;2015
"320425";0;338,047455846083;0;54,7917450097665;"Ponto Belo";752;0,449531191284684;0,449531191284684;2015
"320430";0;358,850376760448;0;50,1523556808495;"Presidente Kennedy";1105;0,324751472181401;0,324751472181401;2015
"320435";0;582,481772951147;0;68,5991083528353;"Rio Bananal";1848;0,315195764583954;0,315195764583954;2015
"320440";0;140,419712982963;0;30,7675297288762;"Rio Novo do Sul";973;0,144316251781051;0,144316251781051;2015
"320450";0;254,835775186496;0;45,6353082823031;"Santa Leopoldina";1005;0,253567935508951;0,253567935508951;2015
"320455";0;473,26643957847;0;54,790417720547;"Santa Maria de Jetibá";3720;0,127222161177008;0,127222161177008;2015
"320460";0;390,054757120157;0;57,2063055941861;"Santa Teresa";1839;0,212101553627057;0,212101553627057;2015
"320465";0;197,627743822404;0;38,9180608187114;"São Domingos do Norte";891;0,221804426287771;0,221804426287771;2015
"320470";0;504,47081999819;0;64,3268983674876;"São Gabriel da Palha";3407;0,148068922805456;0,148068922805456;2015
"320480";0;301,642345531292;0;46,5154780950377;"São José do Calçado";1009;0,298951779515651;0,298951779515651;2015
"320490";0;5039,31663257049;0;200,121584736968;"São Mateus";12475;0,403953237079799;0,403953237079799;2015
"320495";0;124,817522308463;0;34,4974641781352;"São Roque do Canaã";1050;0,118873830769965;0,118873830769965;2015
"320500";0;15945,3619979213;0;355,396925883611;"Serra";54135;0,294548111165075;0,294548111165075;2015
"320501";0;852,91973582936;0;92,1519993971661;"Sooretama";3700;0,230518847521449;0,230518847521449;2015
"320503";0;369,251836760448;0;55,7700330070593;"Vargem Alta";2103;0,175583374588896;0,175583374588896;2015
"320506";0;410,857677644808;0;55,7696471733777;"Venda Nova do Imigrante";1969;0,208663117138044;0,208663117138044;2015
"320510";0;3318,19803758923;0;166,422442569701;"Viana";7737;0,428873987022002;0,428873987022002;2015
"320515";0;270,437965291426;0;45,3378744646058;"Vila Pavão";842;0,321185231937561;0,321185231937561;2015
"320517";0;301,642345921007;0;45,9303216566518;"Vila Valério";1234;0,24444274385819;0,24444274385819;2015
"320520";0;10734,1408368246;0;296,073015733055;"Vila Velha";43142;0,248809532168758;0,248809532168758;2015
"320530";0;9798,07935070184;0;289,990360685478;"Vitória";31854;0,3075933744805;0,3075933744805;2015
"320010";0;827,810717815177;0;81,8661401415036;"Afonso Cláudio";3200;0,258690849317243;0,258690849317243;2016
"320013";0;181,58428648849;0;35,4257011676615;"Águia Branca";969;0,187393484508246;0,187393484508246;2016
"320016";0;496,686430689106;0;60,6562149747477;"Água Doce do Norte";1188;0,418086221118776;0,418086221118776;2016
"320020";0;582,137859624866;0;69,4261163974276;"Alegre";2673;0,217784459268562;0,217784459268562;2016
"320030";0;283,057858349706;0;45,0005154680835;"Alfredo Chaves";1374;0,206010086135157;0,206010086135157;2016
"320035";0;283,057858349706;0;50,9461650237827;"Alto Rio Novo";750;0,377410477799607;0,377410477799607;2016
"320040";0;502,027144997591;0;64,5295662885923;"Anchieta";2685;0,186974728118283;0,186974728118283;2016
"320050";0;277,717144041221;0;45,9414860313247;"Apiacá";698;0,397875564528969;0,397875564528969;2016
"320060";0;2787,69036590314;0;155,508838961366;"Aracruz";10464;0,266407718454046;0,266407718454046;2016
"320070";0;101,473571861215;0;29,7356302813867;"Atilio Vivacqua";991;0,102395128013335;0,102395128013335;2016
"320080";0;1762,32200173013;0;115,526613212951;"Baixo Guandu";2803;0,628727078747816;0,628727078747816;2016
"320090";0;2456,51112993685;0;139,864263279369;"Barra de São Francisco";4445;0,552645923495354;0,552645923495354;2016
"320100";0;416,575716061831;0;50,6642417742372;"Boa Esperança";1493;0,279019233798949;0,279019233798949;2016
"320110";0;208,287858030915;0;38,8802776366369;"Bom Jesus do Norte";823;0,253083667109253;0,253083667109253;2016
"320115";0;373,850001593951;0;55,5007089277326;"Brejetuba";1284;0,291160437378466;0,291160437378466;2016
"320120";0;5324,90617284767;0;213,954654229865;"Cachoeiro de Itapemirim";19348;0,275217395743626;0,275217395743626;2016
"320130";0;13133,0138930118;0;339,44662693856;"Cariacica";40337;0,32558231631038;0,32558231631038;2016
"320140";0;496,686430689106;0;64,308231866999;"Castelo";2871;0,1730011949457;0,1730011949457;2016
"320150";0;4448,91317894534;0;192,034812848672;"Colatina";10075;0,441579471855617;0,441579471855617;2016
"320160";0;827,810717815177;0;86,2767050898006;"Conceição da Barra";3493;0,23699133060841;0,23699133060841;2016
"320170";0;267,03571542425;0;42,7246431917316;"Conceição do Castelo";1112;0,24014003185634;0,24014003185634;2016
"320180";0;181,58428648849;0;39,2455471646504;"Divino de São Lourenço";401;0,452828644609702;0,452828644609702;2016
"320190";0;288,398572658191;0;45,3162844744165;"Domingos Martins";2858;0,100909227662068;0,100909227662068;2016
"320200";0;197,606429413945;0;43,7150710593343;"Dores do Rio Preto";663;0,298048913143206;0,298048913143206;2016
"320210";0;566,115716699411;0;67,5522055418753;"Ecoporanga";2006;0,282211224675678;0,282211224675678;2016
"320220";0;5,3398983276046;0;5,33989832759174;"Fundão";1995;0,00267664076571659;0,00267664076571659;2016
"320225";0;192,26571510546;0;36,221838384733;"Governador Lindenberg";1181;0,162799081376342;0,162799081376342;2016
"320230";0;939,965718293362;0;92,1887710573239;"Guaçuí";2827;0,332495832434864;0,332495832434864;2016
"320240";0;3193,65560527579;0;163,730968634388;"Guarapari";11637;0,274439770153458;0,274439770153458;2016
"320245";0;395,212858827891;0;51,2243572523972;"Ibatiba";2522;0,156706129590758;0,156706129590758;2016
"320250";0;144,199286329095;0;34,1968792204196;"Ibiraçu";1099;0,131209541700724;0,131209541700724;2016
"320255";0;373,850001593951;0;54,9843810338393;"Ibitirama";966;0,387008283223551;0,387008283223551;2016
"320260";0;106,8142861697;0;30,2114135637684;"Iconha";1106;0,0965771122691684;0,0965771122691684;2016
"320265";0;523,390002231531;0;61,3572353402975;"Irupi";1276;0,410180252532548;0,410180252532548;2016
"320270";0;309,761429892131;0;45,3160987205674;"Itaguaçu";1076;0,287882369788225;0,287882369788225;2016
"320280";0;1858,75021348073;0;123,885682342461;"Itapemirim";3633;0,511629566055802;0,511629566055802;2016
"320290";0;128,17714340364;0;32,9220670252494;"Itarana";582;0,220235641587011;0,220235641587011;2016
"320300";0;598,160002550321;0;67,9727728951346;"Iúna";2975;0,2010621857312;0,2010621857312;2016
"320305";0;1030,75786153761;0;93,8737967495281;"Jaguaré";3264;0,315795913461277;0,315795913461277;2016
"320310";0;245,67285819031;0;44,0397846673398;"Jerônimo Monteiro";974;0,252230860565;0,252230860565;2016
"320313";0;138,85857202061;0;31,1410608632998;"João Neiva";1427;0,0973080392576106;0,0973080392576106;2016
"320316";0;218,969286647885;0;38,1395259918182;"Laranja da Terra";817;0,26801626272691;0,26801626272691;2016
"320320";0;7803,0240110184;0;255,943620834859;"Linhares";18501;0,421762283715388;0,421762283715388;2016
"320330";0;576,797145316381;0;67,9730161494791;"Mantenópolis";1451;0,397516985056086;0,397516985056086;2016
"320332";0;982,691432761242;0;91,567287912016;"Marataízes";3855;0,254913471533396;0,254913471533396;2016
"320334";0;267,03571542425;0;46,5582896882993;"Marechal Floriano";1665;0,160381811065616;0,160381811065616;2016
"320335";0;138,85857202061;0;35,425955750133;"Marilândia";941;0,147564901190872;0,147564901190872;2016
"320340";0;1719,81664386696;0;114,300239192318;"Mimoso do Sul";2486;0,691800741700304;0,691800741700304;2016
"320350";0;614,182145475776;0;73,0298153954291;"Montanha";1907;0,322067197417817;0,322067197417817;2016
"320360";0;133,517857712125;0;31,5957410915879;"Mucurici";503;0,26544305708176;0,26544305708176;2016
"320370";0;518,049287923046;0;64,7500321219169;"Muniz Freire";1648;0,314350296069809;0,314350296069809;2016
"320380";0;341,805715743041;0;52,3266633917457;"Muqui";1263;0,270630020382455;0,270630020382455;2016
"320390";0;2499,44922891316;0;137,82192297874;"Nova Venécia";4702;0,531571507637847;0,531571507637847;2016
"320400";0;560,775002390926;0;64,3075376575237;"Pancas";2028;0,276516273368307;0,276516273368307;2016
"320405";0;950,647146910332;0;94,3295745793677;"Pedro Canário";2983;0,318688282571348;0,318688282571348;2016
"320410";0;2163,12919178815;0;134,374137355846;"Pinheiros";2940;0,735758228499371;0,735758228499371;2016
"320420";0;486,005002072136;0;68,6004945519499;"Piúma";1943;0,250131241416436;0,250131241416436;2016
"320425";0;389,872144519406;0;60,657243386955;"Ponto Belo";746;0,522616815709659;0,522616815709659;2016
"320430";0;331,124287126071;0;51,2249558701572;"Presidente Kennedy";1084;0,305465209525895;0,305465209525895;2016
"320435";0;518,049287923046;0;64,7500321219169;"Rio Bananal";1853;0,279573280044817;0,279573280044817;2016
"320440";0;197,606429413945;0;41,7117230080853;"Rio Novo do Sul";953;0,207351972102776;0,207351972102776;2016
"320450";0;293,739286966676;0;50,3831031195152;"Santa Leopoldina";1025;0,28657491411383;0,28657491411383;2016
"320455";0;534,071430848501;0;64,0856821004566;"Santa Maria de Jetibá";3715;0,143760815840781;0,143760815840781;2016
"320460";0;368,509287285466;0;54,2007156808467;"Santa Teresa";1803;0,204386737263153;0,204386737263153;2016
"320465";0;256,35428680728;0;45,3165382239339;"São Domingos do Norte";885;0,289665860799187;0,289665860799187;2016
"320470";0;523,390002231531;0;64,5293426686647;"São Gabriel da Palha";3374;0,155124481989191;0,155124481989191;2016
"320480";0;277,717144041221;0;51,2253740154685;"São José do Calçado";979;0,283674304434342;0,283674304434342;2016
"320490";0;5201,84519008849;0;203,632147711882;"São Mateus";12426;0,418625880419161;0,418625880419161;2016
"320495";0;133,517857712125;0;32,485956795716;"São Roque do Canaã";1062;0,125723029860758;0,125723029860758;2016
"320500";0;15658,9426050713;0;357,305243476079;"Serra";54305;0,28835176512423;0,28835176512423;2016
"320501";0;897,240003825482;0;88,0753540195346;"Sooretama";3697;0,242694077312816;0,242694077312816;2016
"320503";0;384,531430210921;0;56,5191214266989;"Vargem Alta";2092;0,183810435091262;0,183810435091262;2016
"320506";0;309,761429892131;0;51,7789597725116;"Venda Nova do Imigrante";1954;0,158526832083997;0,158526832083997;2016
"320510";0;3311,48292413103;0;168,554447435008;"Viana";7769;0,426243136070412;0,426243136070412;2016
"320515";0;234,99142957334;0;42,7248912233901;"Vila Pavão";852;0,275811537057911;0,275811537057911;2016
"320517";0;245,67285819031;0;43,3872803911375;"Vila Valério";1204;0,204047224410557;0,204047224410557;2016
"320520";0;9063,2547741539;0;276,396226338363;"Vila Velha";43104;0,210264819370683;0,210264819370683;2016
"320530";0;8646,39199443736;0;274,318741877741;"Vitória";31504;0,274453783469952;0,274453783469952;2016
"320010";0;819,521451075224;0;79,3379086005731;"Afonso Cláudio";3096;0,264703311070809;0,264703311070809;2017
"320013";0;280,089610144548;0;49,2057047447193;"Águia Branca";928;0,301820700586798;0,301820700586798;2017
"320016";0;560,179220092708;0;60,9282553165065;"Água Doce do Norte";1168;0,479605496654716;0,479605496654716;2017
"320020";0;606,860819917776;0;70,9256392535581;"Alegre";2602;0,233228601044495;0,233228601044495;2017
"320030";0;171,165872636993;0;35,5586927327051;"Alfredo Chaves";1389;0,12322956993304;0,12322956993304;2017
"320035";0;316,397522057902;0;50,0188249660446;"Alto Rio Novo";722;0,438223714761636;0,438223714761636;2017
"320040";0;549,80552884239;0;62,6697269622839;"Anchieta";2726;0,201689482333966;0,201689482333966;2017
"320050";0;269,715919876172;0;45,807949231615;"Apiacá";690;0,390892637501699;0,390892637501699;2017
"320060";0;2837,31124812291;0;152,549430953114;"Aracruz";10490;0,270477716694271;0,270477716694271;2017
"320070";0;186,726406370255;0;40,840716700907;"Atilio Vivacqua";1050;0,177834672733577;0,177834672733577;2017
"320080";0;1799,84272274041;0;116,326120710602;"Baixo Guandu";2747;0,655203029756247;0,655203029756247;2017
"320090";0;2360,13900836086;0;139,855422806524;"Barra de São Francisco";4398;0,536639156062042;0,536639156062042;2017
"320100";0;352,705433971255;0;48,6552532806621;"Boa Esperança";1440;0,244934329146705;0,244934329146705;2017
"320110";0;171,165872636993;0;35,5586927899984;"Bom Jesus do Norte";835;0,204989069026339;0,204989069026339;2017
"320115";0;326,771211344335;0;50,5537415987221;"Brejetuba";1304;0,250591419742589;0,250591419742589;2017
"320120";0;4797,7350870851;0;201,336740165611;"Cachoeiro de Itapemirim";19150;0,250534469299483;0,250534469299483;2017
"320130";0;11909,0457936438;0;316,984873295222;"Cariacica";39830;0,298996881587843;0,298996881587843;2017
"320140";0;347,518589328038;0;52,6392380743731;"Castelo";2836;0,122538289607912;0,122538289607912;2017
"320150";0;3724,17024438703;0;176,344499852742;"Colatina";9900;0,376178812564347;0,376178812564347;2017
"320160";0;886,950431044267;0;85,69471136465;"Conceição da Barra";3435;0,258209732472858;0,258209732472858;2017
"320170";0;321,58436650473;0;50,2869947771799;"Conceição do Castelo";1128;0,285092523497101;0,285092523497101;2017
"320180";0;150,41849347496;0;30,6853182168459;"Divino de São Lourenço";401;0,375108462531073;0,375108462531073;2017
"320190";0;404,573879814259;0;55,8621213699676;"Domingos Martins";2806;0,144181710553905;0,144181710553905;2017
"320200";0;77,8026696482538;0;23,7689551728599;"Dores do Rio Preto";634;0,122717144555605;0,122717144555605;2017
"320210";0;570,5529083972;0;64,3637399346416;"Ecoporanga";1985;0,287432195666096;0,287432195666096;2017
"320220";0;5,18686664321692;0;5,18686664329527;"Fundão";1949;0,0026612963792801;0,0026612963792801;2017
"320225";0;259,342230786127;0;45,808028612742;"Governador Lindenberg";1179;0,219967965043365;0,219967965043365;2017
"320230";0;938,818877083659;0;91,4646759669432;"Guaçuí";2808;0,334337206938625;0,334337206938625;2017
"320240";0;3724,06904620704;0;178,009942047237;"Guarapari";11580;0,321594908998881;0,321594908998881;2017
"320245";0;497,937083195775;0;65,6065104294739;"Ibatiba";2493;0,199734088726745;0,199734088726745;2017
"320250";0;197,100094674747;0;40,8406516647505;"Ibiraçu";1107;0,178048866011515;0,178048866011515;2017
"320255";0;420,134414333075;0;57,5228941904808;"Ibitirama";963;0,436276650397793;0,436276650397793;2017
"320260";0;88,1763587382992;0;22,6087186670236;"Iconha";1101;0,0800875192900084;0,0800875192900084;2017
"320265";0;565,366063164818;0;65,400426407338;"Irupi";1270;0,445170128476235;0,445170128476235;2017
"320270";0;233,408008355596;0;37,0405295354122;"Itaguaçu";1047;0,222930284962365;0,222930284962365;2017
"320280";0;1862,30410932051;0;123,519763906052;"Itapemirim";3575;0,520924226383361;0,520924226383361;2017
"320290";0;176,35271728021;0;36,6759924581453;"Itarana";567;0,311027720070917;0,311027720070917;2017
"320300";0;674,289800475985;0;69,9700996685135;"Iúna";2952;0,228417954090781;0,228417954090781;2017
"320305";0;824,708295718441;0;80,1811038004829;"Jaguaré";3315;0,248780783022154;0,248780783022154;2017
"320310";0;285,276454984154;0;47,2532934684567;"Jerônimo Monteiro";955;0,298718801030528;0,298718801030528;2017
"320313";0;176,352717672987;0;36,6759925136883;"João Neiva";1431;0,123237398793142;0,123237398793142;2017
"320316";0;197,100095460301;0;35,1781832516022;"Laranja da Terra";804;0,245149372463061;0,245149372463061;2017
"320320";0;7292,8666305985;0;241,823022754441;"Linhares";18383;0,396717980231654;0,396717980231654;2017
"320330";0;482,376548676959;0;64,5733492861751;"Mantenópolis";1421;0,339462736577733;0,339462736577733;2017
"320332";0;2619,2085712405;0;142,506760898881;"Marataízes";3808;0,687817376901391;0,687817376901391;2017
"320334";0;295,650144074199;0;56,1033075343348;"Marechal Floriano";1629;0,181491801150521;0,181491801150521;2017
"320335";0;155,6053377254;0;35,1784588238171;"Marilândia";946;0,164487672014165;0,164487672014165;2017
"320340";0;684,663488584088;0;72,2401332372578;"Mimoso do Sul";2442;0,280369978945163;0,280369978945163;2017
"320350";0;669,102956421933;0;74,6217723926066;"Montanha";1932;0,34632658199893;0,34632658199893;2017
"320360";0;171,165872833382;0;32,39125639546;"Mucurici";472;0,362639561087673;0,362639561087673;2017
"320370";0;414,947570868188;0;54,8903615409616;"Muniz Freire";1569;0,264466265690369;0,264466265690369;2017
"320380";0;357,892279203637;0;51,6068418325314;"Muqui";1250;0,28631382336291;0,28631382336291;2017
"320390";0;2375,34811634896;0;133,638072002118;"Nova Venécia";4603;0,51604347520073;0,51604347520073;2017
"320400";0;663,916110796774;0;72,2403900855166;"Pancas";1983;0,334803888450214;0,334803888450214;2017
"320405";0;819,521451664389;0;81,6771158243662;"Pedro Canário";2929;0,279795647546736;0,279795647546736;2017
"320410";0;1032,18207751935;0;93,4996817348233;"Pinheiros";2921;0,353365997096662;0,353365997096662;2017
"320420";0;554,992376038657;0;69,3923559928787;"Piúma";2001;0,277357509264696;0,277357509264696;2017
"320425";0;331,958055791164;0;53,9019514320789;"Ponto Belo";716;0,463628569540732;0,463628569540732;2017
"320430";0;409,760725439418;0;53,651099548557;"Presidente Kennedy";1101;0,372171412751515;0,372171412751515;2017
"320435";0;430,508103815897;0;59,3641205610463;"Rio Bananal";1811;0,237718444956321;0,237718444956321;2017
"320440";0;191,913251209861;0;38,4660602675206;"Rio Novo do Sul";941;0,203946069298471;0,203946069298471;2017
"320450";0;233,408007962819;0;40,5096871159581;"Santa Leopoldina";1038;0,224863206129884;0,224863206129884;2017
"320455";0;565,366062968429;0;62,0222661356656;"Santa Maria de Jetibá";3601;0,157002516792121;0,157002516792121;2017
"320460";0;248,968542874412;0;44,0109320366561;"Santa Teresa";1786;0,139400079996871;0,139400079996871;2017
"320465";0;160,792183546948;0;38,4662494068876;"São Domingos do Norte";878;0,183134605406546;0,183134605406546;2017
"320470";0;503,123927642603;0;64,1551523705019;"São Gabriel da Palha";3314;0,151817721075016;0,151817721075016;2017
"320480";0;383,82650006306;0;54,3983263173772;"São José do Calçado";970;0,395697422745423;0,395697422745423;2017
"320490";0;5451,51976948245;0;205,704806217208;"São Mateus";12455;0,437697291809109;0,437697291809109;2017
"320495";0;186,726405584702;0;37,4022754181116;"São Roque do Canaã";1036;0,180237843228477;0,180237843228477;2017
"320500";0;14201,6408492819;0;342,030022550646;"Serra";54296;0,261559614875533;0,261559614875533;2017
"320501";0;850,642519130914;0;84,9067147452507;"Sooretama";3640;0,23369299976124;0,23369299976124;2017
"320503";0;352,705434364032;0;51,8668910965409;"Vargem Alta";2031;0,173660972114245;0,173660972114245;2017
"320506";0;300,836987342697;0;49,2055421462962;"Venda Nova do Imigrante";1947;0,154513090571493;0,154513090571493;2017
"320510";0;3246,97851420669;0;160,869033752604;"Viana";7749;0,419019036547515;0,419019036547515;2017
"320515";0;254,155386339299;0;41,1682902028755;"Vila Pavão";843;0,301489189014589;0,301489189014589;2017
"320517";0;259,342230982515;0;45,8080286794504;"Vila Valério";1191;0,217751663293464;0,217751663293464;2017
"320520";0;7479,29878478253;0;253,861014885498;"Vila Velha";42971;0,174054566679447;0,174054566679447;2017
"320530";0;9040,590109039;0;277,20546668067;"Vitória";31044;0,291218596477226;0,291218596477226;2017
